證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"1582","信錦","856,706","57,451,337","68.00","68.40","66.20","66.20","-1.80","789"
"1583","程泰","35,000","1,867,800","53.00","56.90","52.20","53.00"," 0.00","31"
"1587","吉茂","154,445","1,504,255","10.50","10.50","9.50","9.50","-1.05","99"
"1589","永冠-KY","395,000","19,959,700","51.70","51.70","50.20","50.20"," 0.00","238"
"1590","亞德客-KY","2,875,736","1,074,126,715","376.00","384.50","362.00","365.00","-5.00","2,595"
"1592","英瑞-KY","1,424,152","15,856,697","10.95","11.60","10.70","11.60"," 0.00","508"
"1598","岱宇","1,014,989","36,584,150","35.65","36.60","35.25","36.60"," 0.00","308"
"1603","華電","226,012","6,314,529","27.20","28.50","26.90","27.60","+0.30","124"
"1604","聲寶","1,998,167","34,498,407","17.20","17.65","16.95","17.30","+0.85","965"
"1605","華新","20,822,385","238,915,798","11.00","11.80","11.00","11.60","+0.70","6,333"
"1608","華榮","915,213","6,315,211","6.75","7.06","6.68","6.87","+0.12","368"
"1609","大亞","3,096,331","24,096,854","7.85","7.89","7.66","7.69","+0.03","1,061"
"1611","中電","1,137,250","13,329,054","11.55","11.95","11.45","11.70","+0.10","625"
"1612","宏泰","444,205","3,876,407","8.80","8.80","8.65","8.65","-0.15","197"
"1614","三洋電","121,002","3,077,000","25.65","26.20","25.20","25.25","-0.50","92"
"1615","大山","194,661","3,435,217","17.45","17.95","17.45","17.50","+0.05","100"
"1616","億泰","52,083","197,857","3.72","3.90","3.72","3.72","-0.18","38"
"1617","榮星","13,029","128,575","9.89","9.89","9.80","9.88","+0.23","15"
"1618","合機","251,345","1,642,844","6.52","6.64","6.45","6.45","-0.12","115"
"1626","艾美特-KY","254,913","5,190,933","19.80","20.75","19.80","20.10","-0.50","160"
"1701","中化","1,839,354","31,903,722","17.50","17.70","17.05","17.05","-0.35","925"
"1702","南僑","458,936","17,829,543","39.00","39.15","38.65","38.70","-0.30","389"
"1707","葡萄王","1,270,221","264,774,953","210.00","213.00","203.50","203.50","-3.50","1,118"
"1708","東鹼","359,624","7,581,829","21.40","21.40","20.90","21.00","-0.40","261"
"1709","和益","1,463,165","16,646,226","11.65","11.65","11.10","11.10","-0.25","528"
"1710","東聯","3,258,219","49,671,025","15.55","15.75","14.75","14.80","-1.00","1,654"
"1711","永光","1,853,656","22,657,102","12.70","12.75","11.85","11.90","-0.70","734"
"1712","興農","1,219,363","20,599,853","16.90","17.00","16.85","16.85"," 0.00","600"
"1713","國化","148,533","2,360,710","15.65","16.20","15.55","16.00","+0.25","162"
"1714","和桐","6,704,838","38,441,890","5.88","5.88","5.62","5.62","-0.15","1,561"
"1717","長興","1,882,452","41,945,948","22.40","22.55","21.80","22.40"," 0.00","829"
"1718","中纖","5,937,580","31,199,333","5.23","5.33","5.20","5.20","-0.01","1,871"
"1720","生達","431,134","13,016,872","30.00","30.70","30.00","30.10","+0.05","294"
"1721","三晃","456,836","4,003,679","8.78","8.88","8.72","8.76","-0.02","179"
"1722","台肥","5,810,362","241,938,802","40.95","42.25","40.95","42.00","+0.90","2,407"
"1723","中碳","1,009,326","96,210,657","97.00","97.20","94.10","94.50","-2.50","958"
"1724","台硝","74,425","790,865","10.90","10.90","10.30","10.30","-0.45","56"
"1725","元禎","42,151","541,035","12.80","13.05","12.70","12.85","-0.05","40"
"1726","永記","94,325","5,955,908","64.00","64.00","62.00","62.80","-1.20","87"
"1727","中華化","163,941","1,416,710","8.97","8.97","8.21","8.30","-0.60","94"
"1730","花仙子","596,308","32,325,736","54.00","55.00","53.00","53.10","-0.90","483"
"1731","美吾華","714,014","8,548,011","11.90","12.10","11.85","11.90","+0.10","341"
"1732","毛寶","5,184,533","137,317,558","26.75","26.95","25.30","26.95","+2.45","2,508"
"1733","五鼎","568,645","11,157,242","20.00","20.00","19.15","19.20","-0.70","437"
"1734","杏輝","932,988","14,966,471","16.50","16.60","15.60","15.60","-0.65","644"
"1735","日勝化","66,000","1,074,550","16.10","16.40","16.00","16.00","-0.25","27"
"1736","喬山","1,309,284","61,639,464","47.50","48.20","45.70","45.70","-1.45","934"
"1737","臺鹽","402,725","11,502,650","28.60","28.75","28.40","28.40","-0.20","275"
"1760","寶齡富錦","901,154","52,234,889","61.00","61.00","55.10","55.30","-4.10","788"
"1762","中化生","1,910,910","57,915,265","31.20","31.30","29.10","29.10","-1.55","1,298"
"1773","勝一","300,158","25,445,345","86.30","86.30","84.00","84.00","-0.80","260"
"1776","展宇","109,000","1,861,450","17.00","17.25","16.60","17.00","-0.10","39"
"1783","和康生","324,000","4,918,950","15.60","15.60","14.20","14.20","-1.30","175"
"1786","科妍","466,111","19,243,962","41.15","42.20","40.75","42.00","+1.00","345"
"1789","神隆","6,868,509","177,666,601","27.00","27.00","24.90","25.60","-0.25","3,501"
"1795","美時","6,731,760","364,521,280","58.90","58.90","53.00","53.00","-5.80","4,646"
"1802","台玻","4,152,999","30,142,392","7.41","7.50","7.05","7.06","-0.35","1,774"
"1805","寶徠","18,500","150,160","8.40","8.40","7.60","8.30","-0.12","15"
"1806","冠軍","405,258","1,807,030","4.50","4.57","4.35","4.45","-0.05","166"
"1808","潤隆","646,560","29,195,799","46.30","46.50","44.55","44.55","-1.75","397"
"1809","中釉","810,180","5,757,325","7.17","7.21","7.01","7.01","-0.14","374"
"1810","和成","442,150","2,656,548","6.08","6.09","5.93","5.96","-0.12","205"
"1817","凱撒衛","211,968","5,646,836","27.30","27.35","26.10","26.10","-1.05","159"
"1902","台紙","1,151,782","23,107,672","20.10","20.15","20.05","20.05","-0.05","383"
"1903","士紙","84,087","2,180,964","26.45","27.00","25.45","27.00","+0.55","78"
"1904","正隆","7,072,938","141,175,176","20.45","20.65","19.45","19.45","-0.90","3,638"
"1905","華紙","1,820,535","12,244,598","6.75","6.79","6.60","6.65","-0.11","628"
"1906","寶隆","459,500","5,091,350","11.30","11.40","10.70","10.75","-0.55","254"
"1907","永豐餘","4,937,085","53,572,658","11.05","11.25","10.70","10.80","-0.10","1,818"
"1909","榮成","15,842,821","195,447,302","12.75","13.00","11.80","11.85","-0.90","6,032"
"2002","中鋼","35,354,413","686,222,119","19.50","19.65","19.25","19.30","-0.20","13,030"
"2002A","中鋼特","101,115","5,028,624","50.00","50.00","49.55","49.60","-0.40","70"
"2006","東和鋼鐵","2,439,557","52,839,759","21.95","21.95","21.30","21.30","-0.60","1,290"
"2007","燁興","197,037","687,734","3.49","3.65","3.41","3.50","+0.06","97"
"2008","高興昌","150,032","1,829,237","12.20","12.25","12.15","12.15"," 0.00","57"
"2009","第一銅","359,000","2,151,990","6.00","6.15","5.90","5.94","-0.04","154"
"2010","春源","607,409","5,387,877","9.00","9.05","8.66","8.83","-0.02","303"
"2012","春雨","87,406","1,490,931","16.70","17.40","16.65","17.30","+0.05","63"
"2013","中鋼構","473,408","8,831,207","18.85","18.95","18.35","18.35","-0.55","281"
"2014","中鴻","6,260,739","38,717,961","6.30","6.31","6.00","6.00","-0.21","2,077"
"2015","豐興","1,244,206","59,284,841","48.55","48.55","47.20","47.50","-1.05","692"
"2017","官田鋼","1,721,402","10,648,215","6.00","6.28","6.00","6.07","+0.07","299"
"2020","美亞","397,160","5,763,753","14.50","14.65","14.35","14.45","+0.05","168"
"2022","聚亨","840,328","3,062,863","3.63","3.70","3.60","3.62","-0.04","293"
"2023","燁輝","3,536,165","28,532,340","8.01","8.18","7.99","8.04"," 0.00","1,224"
"2024","志聯","339,043","4,198,880","12.15","12.55","12.15","12.30"," 0.00","95"
"2025","千興","258,500","379,123","1.49","1.50","1.35","1.40","-0.06","45"
"2027","大成鋼","6,036,008","164,799,848","27.45","27.70","26.85","26.85","-0.60","2,665"
"2028","威致","303,887","2,789,229","9.15","9.27","8.76","9.23","+0.03","73"
"2029","盛餘","317,249","5,024,508","15.80","16.00","15.60","15.60","-0.70","178"
"2030","彰源","399,662","3,775,524","9.45","9.53","9.39","9.48","+0.05","241"
"2031","新光鋼","3,476,868","69,542,278","20.90","21.10","18.90","19.00","-1.90","1,607"
"2032","新鋼","161,604","1,161,234","7.20","7.34","7.09","7.14","-0.23","59"
"2033","佳大","103,000","780,880","7.62","7.69","7.54","7.54","-0.09","34"
"2034","允強","968,860","22,126,771","23.00","23.10","22.60","22.60","-0.35","499"
"2038","海光","318,000","1,645,870","5.01","5.28","5.01","5.13","-0.06","123"
"2049","上銀","4,195,409","859,169,800","212.00","212.50","199.00","199.00","-8.00","3,404"
"2059","川湖","396,045","120,176,815","304.00","310.00","295.50","306.00","+11.00","344"
"2062","橋椿","408,500","6,309,425","15.90","15.95","14.50","15.05","-0.65","206"
"2069","運錩","354,950","4,288,361","12.35","12.70","11.30","11.50","-1.05","229"
"2101","南港","5,297,099","214,550,669","39.60","41.50","39.55","40.65","+1.10","2,114"
"2102","泰豐","2,702,805","25,371,851","9.27","9.84","9.20","9.78","+0.56","810"
"2103","台橡","1,919,776","29,911,428","15.85","16.05","15.05","15.05","-0.80","1,181"
"2104","國際中橡","3,670,590","78,404,189","21.60","21.70","21.15","21.15","-0.05","1,981"
"2105","正新","14,962,742","493,823,736","33.00","33.20","32.85","33.00"," 0.00","4,318"
"2106","建大","1,125,259","30,555,514","27.10","27.35","27.05","27.25"," 0.00","570"
"2107","厚生","1,772,916","25,102,641","14.45","14.50","13.90","14.10","-0.35","894"
"2108","南帝","628,664","15,485,859","24.60","25.10","24.35","24.55","+0.15","428"
"2109","華豐","549,886","6,024,407","11.20","11.20","10.80","10.90","-0.10","160"
"2114","鑫永銓","202,007","14,186,590","72.90","74.50","68.80","68.80","-1.70","169"
"2115","六暉-KY","55,598","1,905,471","34.60","34.60","34.10","34.15","-0.45","45"
"2201","裕隆","3,648,029","59,937,204","16.70","16.80","16.05","16.10","-0.30","1,621"
"2204","中華","913,252","25,186,722","28.10","28.30","27.25","27.30","-0.70","531"
"2206","三陽工業","2,365,056","47,098,547","19.95","20.05","19.70","19.95","-0.05","667"
"2207","和泰車","1,416,742","556,158,508","403.50","415.00","372.50","372.50","-30.00","1,371"
"2208","台船","1,226,283","21,053,661","17.45","17.45","17.00","17.00"," 0.00","643"
"2227","裕日車","126,201","26,613,215","214.50","214.50","209.00","209.50","-5.00","116"
"2228","劍麟","500,060","33,992,740","68.40","69.50","66.50","66.50","-1.70","431"
"2231","為升","3,313,482","362,288,847","117.00","118.00","105.50","105.50","-11.50","2,466"
"2233","宇隆","346,657","16,579,830","48.15","49.00","47.25","47.35","-0.55","292"
"2236","百達-KY","7,000","107,200","15.30","15.80","15.05","15.05","-0.25","7"
"2239","英利-KY","101,178","5,120,756","51.80","51.80","49.45","49.95","-1.25","87"
"2243","宏旭-KY","25,000","236,760","9.50","9.56","9.32","9.32","-0.22","15"
"2301","光寶科","11,767,747","464,627,683","39.80","40.15","39.10","39.10","-0.30","5,797"
"2302","麗正","159,004","796,281","5.04","5.05","4.97","4.98","+0.06","79"
"2303","聯電","90,628,139","1,253,166,496","13.80","14.00","13.75","13.80","+0.05","11,308"
"2305","全友","532,212","2,114,484","3.99","4.07","3.87","3.87","-0.05","213"
"2308","台達電","7,516,116","873,072,456","116.00","119.00","115.00","115.00","-0.50","4,962"
"2312","金寶","4,981,427","49,611,869","10.15","10.30","9.70","9.70","-0.30","1,434"
"2313","華通","34,696,866","951,035,672","28.25","28.50","26.10","26.10","-1.60","13,731"
"2314","台揚","1,638,542","22,955,092","14.20","14.40","13.40","13.40","-0.75","787"
"2316","楠梓電","3,998,619","98,148,835","24.80","25.15","23.70","23.70","-0.35","2,074"
"2317","鴻海","76,268,240","5,378,721,353","70.70","71.30","70.00","70.00","-0.60","30,314"
"2321","東訊","151","188","0.00","0.00","0.00","0.00"," 0.00","3"
"2323","中環","17,112,877","114,492,475","6.79","6.89","6.48","6.58","-0.08","4,206"
"2324","仁寶","24,219,785","398,878,966","16.40","16.60","16.30","16.50"," 0.00","6,791"
"2327","國巨","27,465,524","7,296,200,644","273.00","275.00","250.00","254.50","-10.50","19,059"
"2328","廣宇","2,275,221","36,217,770","16.00","16.10","15.75","15.95","+0.15","1,167"
"2329","華泰","4,031,031","36,503,660","9.00","9.23","8.90","8.90"," 0.00","1,607"
"2330","台積電","118,620,643","31,555,231,792","269.50","272.50","260.00","260.00","-8.00","53,985"
"2331","精英","1,216,022","10,157,869","8.42","8.45","8.30","8.30","-0.29","524"
"2332","友訊","5,324,846","48,537,444","9.30","9.33","8.95","8.97","-0.20","2,003"
"2337","旺宏","57,693,817","1,469,948,875","26.15","26.30","24.50","24.50","-0.85","20,112"
"2338","光罩","7,186,959","170,992,498","24.30","24.50","22.70","22.70","-0.90","3,593"
"2340","光磊","2,974,535","47,191,882","16.40","16.45","15.50","15.55","-0.50","1,444"
"2342","茂矽","8,665,494","196,081,182","24.20","24.20","21.05","21.05","-2.30","4,651"
"2344","華邦電","38,512,699","448,586,151","11.80","11.90","11.25","11.25","-0.25","10,318"
"2345","智邦","9,022,798","1,526,143,170","171.50","172.50","165.00","165.50","-3.00","5,920"
"2347","聯強","9,600,059","336,446,884","34.70","35.45","34.45","34.45","-0.15","3,956"
"2348","海悅","497,341","22,766,853","45.50","46.65","45.00","46.50","+1.20","358"
"2349","錸德","4,408,335","17,249,586","3.88","4.00","3.82","3.82","-0.05","1,217"
"2351","順德","753,100","29,966,930","41.00","41.50","38.40","38.90","-2.10","528"
"2352","佳世達","7,202,151","110,498,715","15.60","15.65","14.95","14.95","-0.35","3,300"
"2353","宏碁","16,568,603","223,969,477","13.50","13.65","13.40","13.50","+0.05","5,067"
"2354","鴻準","5,265,550","264,382,846","50.60","50.90","49.95","50.00","-1.00","3,121"
"2355","敬鵬","1,177,519","25,715,208","22.00","22.20","21.50","21.60","-0.35","777"
"2356","英業達","9,058,383","180,606,259","19.90","20.20","19.60","19.90"," 0.00","3,362"
"2357","華碩","3,354,908","619,861,421","185.00","187.00","183.00","186.00","+1.00","2,380"
"2358","廷鑫","577,000","5,934,630","10.45","10.75","9.95","10.35","-0.15","246"
"2359","所羅門","694,617","10,749,955","15.55","15.80","15.10","15.10","-0.45","404"
"2360","致茂","3,469,258","382,723,944","115.00","115.00","107.00","107.00","-0.50","2,594"
"2362","藍天","728,547","19,754,663","27.20","27.40","26.75","27.10","-0.10","441"
"2363","矽統","2,970,192","17,125,057","5.90","5.96","5.54","5.60","-0.20","1,166"
"2364","倫飛","168,123","263,562","1.58","1.60","1.53","1.55","+0.09","236"
"2365","昆盈","1,164,612","6,648,137","5.51","5.85","5.50","5.80","+0.35","365"
"2367","燿華","11,925,889","210,806,134","17.90","18.10","17.10","17.10","-0.30","4,515"
"2368","金像電","126,738,996","2,501,663,661","20.60","20.90","18.55","19.10","-0.95","37,172"
"2369","菱生","2,451,824","19,825,407","8.40","8.40","7.81","7.81","-0.25","1,030"
"2371","大同","9,223,956","170,482,090","18.35","19.05","18.00","18.15","-0.40","3,793"
"2373","震旦行","183,327","14,885,087","83.30","83.80","78.20","82.30","-1.00","154"
"2374","佳能","611,373","6,496,509","10.50","10.95","10.20","10.25","-0.70","319"
"2375","凱美","2,379,630","68,685,405","29.25","29.60","28.05","28.05","-0.55","1,549"
"2376","技嘉","8,594,020","357,803,550","43.00","43.45","40.00","40.00","-2.60","4,943"
"2377","微星","4,888,748","370,826,122","77.40","78.00","73.20","73.20","-4.30","3,219"
"2379","瑞昱","5,435,308","995,527,440","182.50","187.00","179.50","180.00","-4.50","3,937"
"2380","虹光","147,683","495,100","3.40","3.42","3.31","3.41","-0.01","85"
"2382","廣達","12,345,681","686,311,678","55.40","56.30","55.00","55.00","-1.20","6,079"
"2383","台光電","5,210,896","537,576,556","101.50","105.50","100.00","100.00","-1.00","3,359"
"2385","群光","3,330,042","253,522,791","76.00","76.90","75.80","76.00","-0.90","1,968"
"2387","精元","3,542,657","88,312,850","25.40","26.00","24.05","24.20","-1.20","1,596"
"2388","威盛","1,000,463","19,681,769","20.20","20.55","18.80","18.80","-0.95","575"
"2390","云辰","5,057,100","33,382,309","5.87","6.72","5.87","6.72","+0.61","1,428"
"2392","正崴","2,891,806","77,291,152","27.10","27.35","26.00","26.00","-0.90","1,525"
"2393","億光","3,566,380","86,940,036","24.70","25.15","23.50","23.50","-1.20","2,069"
"2395","研華","2,262,074","553,208,863","235.00","250.00","235.00","241.50","+4.00","1,806"
"2397","友通","389,760","23,991,119","63.40","63.80","59.70","59.70","-4.40","296"
"2399","映泰","8,478,000","62,888,320","6.90","7.60","6.90","7.50","+0.06","927"
"2401","凌陽","1,440,216","12,040,108","8.46","8.56","8.18","8.24","-0.12","755"
"2402","毅嘉","1,399,993","14,550,513","10.15","10.55","10.10","10.55","+0.40","686"
"2404","漢唐","2,031,207","299,516,015","150.00","151.00","145.00","145.00","-2.00","1,571"
"2405","浩鑫","1,885,000","12,579,090","6.46","6.75","6.46","6.75","+0.25","703"
"2406","國碩","1,507,524","13,378,370","9.00","9.30","8.65","8.69","-0.11","716"
"2408","南亞科","21,734,141","1,144,418,607","55.50","55.90","50.20","50.20","-3.90","11,722"
"2409","友達","112,842,850","822,144,252","7.36","7.41","7.10","7.10","-0.15","20,698"
"2412","中華電","17,985,225","1,907,565,380","107.00","107.00","105.00","106.50","-0.50","6,317"
"2413","環科","306,671","2,774,488","9.30","9.30","8.89","8.89","-0.11","177"
"2414","精技","567,520","11,535,152","20.45","20.55","20.15","20.15","-0.20","231"
"2415","錩新","561,229","6,576,664","12.00","12.10","11.20","11.20","-1.20","240"
"2417","圓剛","3,156,309","30,139,413","9.94","9.94","9.01","9.09","-0.45","1,498"
"2419","仲琦","1,428,832","24,531,644","17.30","17.60","16.30","16.30","-1.30","748"
"2420","新巨","626,180","18,028,625","29.15","29.20","28.60","28.60","-0.55","442"
"2421","建準","2,539,402","84,000,516","33.50","33.70","32.25","32.55","-0.45","1,718"
"2423","固緯","484,050","10,074,325","20.80","21.50","20.20","20.20","-0.90","336"
"2424","隴華","3,000","63,000","21.00","21.00","21.00","21.00","X0.00","3"
"2425","承啟","681,236","17,246,123","24.70","25.90","24.65","25.30","+0.65","449"
"2426","鼎元","1,201,106","11,175,621","9.50","9.50","9.00","9.00","-0.36","704"
"2427","三商電","515,207","4,717,341","9.40","9.40","9.09","9.33","-0.17","128"
"2428","興勤","402,305","27,001,494","68.20","68.20","65.80","65.80","-1.50","340"
"2429","銘旺科","252,000","4,439,350","17.65","18.05","17.00","17.00","-0.50","140"
"2430","燦坤","238,380","3,143,096","13.25","13.35","13.05","13.15","-0.10","139"
"2431","聯昌","497,000","3,088,920","6.15","6.48","6.00","6.16","+0.20","203"
"2433","互盛電","257,500","11,847,425","45.70","46.35","45.40","46.10","+0.30","180"
"2434","統懋","122,000","749,960","6.21","6.21","5.70","5.70","-0.51","26"
"2436","偉詮電","3,014,573","67,099,410","22.05","22.70","21.65","21.80","-0.10","1,967"
"2438","翔耀","137,000","797,650","5.88","5.90","5.40","5.40","-0.48","24"
"2439","美律","3,825,035","485,511,404","126.00","128.50","124.50","126.50","+0.50","3,056"
"2440","太空梭","17,850","122,276","6.83","7.00","6.83","7.00","+0.13","16"
"2441","超豐","1,205,175","46,301,650","39.20","39.95","37.95","38.50","-0.40","835"
"2442","新美齊","1,353,076","8,245,352","6.19","6.38","5.85","5.85","-0.29","639"
"2443","億麗","163,832","433,053","2.60","2.73","2.60","2.61","+0.01","92"
"2444","兆勁","1,867,768","27,369,157","15.25","15.25","13.65","14.70","-0.35","282"
"2448","晶電","26,363,728","724,882,981","28.30","28.45","26.50","26.55","-1.00","10,342"
"2449","京元電子","15,930,452","493,760,351","30.20","31.75","30.20","30.90","+0.90","8,131"
"2450","神腦","342,202","9,053,998","27.00","27.00","26.00","27.00"," 0.00","230"
"2451","創見","1,442,627","98,179,903","68.10","68.70","67.80","67.80"," 0.00","963"
"2453","凌群","360,999","4,397,788","12.35","12.35","12.00","12.00","-0.20","223"
"2454","聯發科","14,131,612","4,441,650,824","315.50","321.50","301.50","301.50","-14.00","9,639"
"2455","全新","3,222,612","227,169,115","73.10","73.50","67.50","67.50","-3.50","2,173"
"2456","奇力新","7,345,013","578,551,240","80.50","81.40","74.50","74.50","-4.40","5,324"
"2457","飛宏","947,849","5,345,625","5.66","5.80","5.51","5.59","-0.09","403"
"2458","義隆","6,128,765","461,463,154","75.50","76.40","73.70","73.70"," 0.00","4,366"
"2459","敦吉","328,262","11,708,654","36.80","36.80","35.20","35.20","-0.75","262"
"2460","建通","120,000","861,470","7.17","7.48","7.08","7.21","-0.01","66"
"2461","光群雷","2,009,081","25,685,774","12.85","13.20","12.45","12.45","-0.45","761"
"2462","良得電","159,595","3,800,609","25.50","25.50","23.30","23.80","-0.90","89"
"2464","盟立","806,816","23,110,974","28.70","29.40","28.30","28.30","-0.40","521"
"2465","麗臺","115,516","704,814","6.05","6.20","6.04","6.05"," 0.00","84"
"2466","冠西電","69,000","2,206,750","32.20","32.25","31.60","32.20","-0.05","62"
"2467","志聖","924,081","23,053,993","25.25","25.45","24.80","24.80","-0.20","582"
"2468","華經","156,000","1,935,100","12.45","12.55","12.25","12.35","-0.10","74"
"2471","資通","262,110","4,428,981","16.75","17.05","16.60","16.60","-0.30","131"
"2472","立隆電","395,450","10,660,981","27.65","27.70","26.05","26.05","-1.25","300"
"2474","可成","6,523,718","1,266,158,856","197.50","198.00","190.00","192.00","+3.50","4,051"
"2476","鉅祥","377,400","6,763,329","17.55","18.10","17.30","17.80","+0.25","225"
"2477","美隆電","345,673","6,054,108","17.75","17.80","17.00","17.25","-0.50","199"
"2478","大毅","10,591,923","568,754,900","55.60","56.10","50.00","51.50","-2.70","6,788"
"2480","敦陽科","1,770,118","94,072,895","54.00","54.40","52.50","52.60","-1.40","1,154"
"2481","強茂","5,235,953","82,985,270","16.35","16.55","15.00","15.20","-0.95","3,087"
"2482","連宇","181,111","1,827,965","10.10","10.20","9.95","10.05","+0.08","87"
"2483","百容","153,000","2,439,250","16.00","16.15","15.80","15.80","-0.20","85"
"2484","希華","1,203,033","18,714,170","15.85","16.10","15.00","15.00","-0.85","694"
"2485","兆赫","1,561,407","19,652,145","12.55","12.85","12.35","12.45","-0.15","851"
"2486","一詮","637,562","3,494,299","5.60","5.60","5.34","5.35","-0.19","222"
"2488","漢平","326,000","8,341,547","25.65","26.05","25.05","25.05","-0.55","232"
"2489","瑞軒","1,879,389","12,620,900","6.71","6.77","6.65","6.66","-0.05","781"
"2491","吉祥全","86,004","597,486","7.49","7.49","6.68","6.90","-0.52","35"
"2492","華新科","17,222,330","2,586,662,850","153.50","154.50","144.00","144.50","-5.50","11,256"
"2493","揚博","651,101","15,503,138","24.00","24.25","23.60","23.65","-0.50","393"
"2495","普安","551,700","5,965,800","10.90","10.90","10.65","10.70"," 0.00","160"
"2496","卓越","24,000","1,278,700","53.50","54.50","52.00","52.00","-1.60","20"
"2497","怡利電","151,300","2,092,490","14.05","14.05","13.70","13.80","-0.05","86"
"2498","宏達電","10,899,571","303,059,543","27.55","28.95","26.95","26.95"," 0.00","5,761"
"2499","東貝","3,742,346","24,490,535","6.70","6.80","6.20","6.23","-0.44","1,188"
"2501","國建","1,355,958","22,934,888","17.05","17.10","16.75","16.75","-0.35","976"
"2504","國產","18,810,871","196,581,083","10.50","10.85","10.10","10.10","+0.19","6,143"
"2505","國揚","1,912,244","25,153,422","13.25","13.50","13.00","13.15","-0.45","633"
"2506","太設","231,478","2,142,328","9.33","9.40","9.03","9.30","-0.14","162"
"2509","全坤建","141,260","2,761,106","18.95","19.90","18.95","19.80","-0.10","123"
"2511","太子","1,839,072","16,689,530","9.20","9.21","9.00","9.01","-0.19","708"
"2514","龍邦","3,395,125","40,847,479","12.30","12.35","11.70","12.35","+0.10","645"
"2515","中工","6,476,432","36,284,089","5.65","5.69","5.55","5.55","-0.10","1,489"
"2516","新建","1,543,331","6,317,978","4.12","4.20","3.72","3.72","-0.40","152"
"2520","冠德","2,441,488","48,529,753","20.40","20.50","19.30","19.55","-0.85","1,091"
"2524","京城","704,289","20,632,678","28.70","31.15","28.05","28.05","-1.45","488"
"2527","宏璟","346,000","5,854,200","17.30","17.35","16.60","16.70","-0.45","213"
"2528","皇普","397,643","6,820,766","17.60","17.65","16.85","17.00","-0.65","175"
"2530","華建","413,371","6,653,071","15.85","16.20","15.80","16.15","-0.05","101"
"2534","宏盛","2,428,691","36,984,533","15.50","15.70","14.75","14.75","-0.75","999"
"2535","達欣工","2,476,750","48,136,992","19.55","19.75","19.15","19.15","-0.25","1,073"
