證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"4739","康普","830,574","31,392,562","38.60","39.25","36.30","36.30","-1.40","580"
"4746","台耀","8,789,267","369,660,835","45.75","46.00","40.05","40.45","-3.90","5,731"
"4755","三福化","48,099","1,995,028","42.50","42.50","40.80","41.35","-0.95","39"
"4763","材料-KY","596,111","57,175,278","95.10","98.30","95.00","95.30","+1.30","468"
"4764","雙鍵","146,100","7,724,250","51.50","54.50","51.50","51.90","-3.00","131"
"4766","南寶","300,367","35,579,306","117.00","120.50","117.00","118.00","-1.50","265"
"4807","日成-KY","232,000","4,874,750","21.30","22.15","20.85","20.85","-2.30","112"
"4904","遠傳","7,424,367","463,903,721","61.50","63.50","61.10","63.00","+0.30","4,100"
"4906","正文","2,984,108","50,634,291","17.10","17.50","16.25","16.35","-0.55","1,662"
"4912","聯德控股-KY","153,093","9,828,159","61.00","66.40","61.00","63.00","+0.50","145"
"4915","致伸","3,936,469","153,322,656","40.15","40.30","37.75","37.75","-1.55","2,144"
"4916","事欣科","549,015","12,754,111","23.10","23.60","22.65","22.65","-0.95","320"
"4919","新唐","1,250,085","38,329,963","30.25","31.30","30.20","30.20"," 0.00","958"
"4927","泰鼎-KY","14,505,450","746,637,798","50.90","52.70","50.00","50.50","+1.35","9,431"
"4930","燦星網","192,400","1,403,833","7.19","7.40","7.19","7.26","-0.14","97"
"4934","太極","2,867,061","32,202,099","11.60","11.90","10.45","10.45","-1.00","1,174"
"4935","茂林-KY","6,296,843","534,211,891","85.00","88.00","80.70","80.70","-2.10","4,648"
"4938","和碩","8,971,566","455,337,007","51.00","51.70","50.20","50.30","-0.40","5,024"
"4942","嘉彰","745,260","20,764,964","27.80","28.35","27.55","27.60","-0.15","501"
"4943","康控-KY","3,680,139","336,295,447","91.90","93.50","88.40","89.30","+1.20","2,847"
"4952","凌通","412,708","10,820,491","26.90","26.90","25.95","26.05","-0.40","259"
"4956","光鋐","337,707","2,795,987","8.28","8.39","8.23","8.23","-0.02","219"
"4958","臻鼎-KY","11,451,605","944,291,602","80.80","85.40","80.00","81.10","+1.90","7,498"
"4960","誠美材","898,155","3,734,078","4.10","4.47","3.90","4.14","-0.16","201"
"4961","天鈺","1,159,901","25,840,080","22.40","23.00","21.35","21.40","-1.10","695"
"4967","十銓","8,460,840","258,549,946","33.10","33.25","29.35","29.35","-3.25","4,787"
"4968","立積","5,348,089","590,398,667","114.50","116.00","103.00","103.00","-7.50","3,843"
"4976","佳凌","1,233,084","17,250,274","14.10","14.60","13.30","13.50","-0.45","766"
"4977","眾達-KY","2,662,256","227,045,000","90.00","90.50","80.00","80.10","-6.90","1,985"
"4989","榮科","431,000","5,852,900","14.05","14.05","13.10","13.10","-0.45","218"
"4994","傳奇","223,560","10,188,695","48.40","48.40","44.50","44.50","+0.50","205"
"4999","鑫禾","112,000","3,451,000","31.55","31.70","30.15","30.40","-1.15","100"
"5007","三星","312,119","13,933,724","44.95","46.00","43.75","46.00","+1.05","225"
"5203","訊連","1,510,060","139,713,807","95.40","97.20","90.00","90.10","-4.20","1,321"
"5215","科嘉-KY","1,342,600","68,214,119","49.50","52.20","49.40","50.40","+1.90","1,008"
"5225","東科-KY","495,000","10,726,950","22.05","22.30","21.20","21.25","-0.10","336"
"5234","達興材料","637,307","44,774,189","72.10","72.40","68.10","68.10","-3.40","502"
"5243","乙盛-KY","999,021","25,524,043","26.00","26.15","25.15","25.15","-0.75","597"
"5258","虹堡","292,100","4,932,630","17.20","17.40","16.25","16.35","-0.65","183"
"5264","鎧勝-KY","4,509,150","159,199,060","34.00","36.50","33.00","34.65","+1.15","2,745"
"5269","祥碩","1,914,258","1,329,558,020","692.00","727.00","672.00","685.00","+13.00","1,848"
"5283","禾聯碩","263,370","24,073,399","92.20","92.80","90.60","90.90","-0.20","202"
"5284","jpp-KY","68,208","2,284,726","35.20","35.20","32.65","32.65","-2.45","50"
"5285","界霖","346,011","13,055,501","36.80","39.00","36.80","37.40","+0.05","229"
"5288","豐祥-KY","136,186","12,699,498","94.00","94.00","92.00","92.10","-1.40","114"
"5305","敦南","598,802","23,432,875","38.85","39.60","38.80","39.00","+0.20","420"
"5388","中磊","2,028,550","123,299,200","61.40","61.60","59.30","59.30","-2.00","1,437"
"5434","崇越","1,361,275","117,768,075","88.00","88.60","84.00","84.00","-3.40","1,123"
"5469","瀚宇博","6,222,492","192,752,850","31.50","31.50","30.40","30.40","-0.10","2,920"
"5471","松翰","6,854,630","241,494,431","35.50","36.20","34.50","34.50","+0.05","4,409"
"5484","慧友","254,477","1,887,281","7.47","7.47","7.10","7.44","+0.04","52"
"5515","建國","937,542","7,392,529","8.09","8.26","7.71","7.79","-0.28","294"
"5519","隆大","990,603","11,223,451","11.50","11.60","11.10","11.10","-0.30","488"
"5521","工信","2,497,213","15,751,652","6.60","6.64","6.12","6.12","-0.36","903"
"5522","遠雄","1,648,604","53,333,377","32.60","32.80","31.95","32.20","-0.40","1,088"
"5525","順天","141,400","2,413,739","17.20","17.50","16.70","17.20"," 0.00","114"
"5531","鄉林","1,261,084","9,515,842","7.83","7.83","7.31","7.70"," 0.00","536"
"5533","皇鼎","146,292","2,085,081","14.25","14.50","14.05","14.05","-0.30","81"
"5534","長虹","908,301","63,242,739","70.10","70.90","67.80","68.10","-2.00","630"
"5538","東明-KY","12,000","317,950","24.80","27.80","24.80","27.80","+2.50","12"
"5607","遠雄港","1,485,031","26,705,114","18.15","18.35","17.60","17.70","-0.40","485"
"5608","四維航","807,890","4,125,820","5.20","5.20","5.01","5.14","-0.18","318"
"5706","鳳凰","431,927","10,163,483","25.65","25.65","23.15","23.15","-2.55","352"
"5871","中租-KY","11,706,164","1,020,155,493","87.90","89.00","86.20","86.30","-1.00","6,359"
"5876","上海商銀","11,271,026","429,547,467","38.20","39.10","37.20","38.00","-0.25","5,071"
"5880","合庫金","47,781,712","821,741,554","17.35","17.40","17.10","17.10","-0.25","14,441"
"5906","台南-KY","18,000","301,000","16.60","17.05","16.40","16.90","+0.10","16"
"5907","大洋-KY","382,500","6,438,300","16.90","17.45","16.25","16.75"," 0.00","245"
"6005","群益證","3,648,468","30,375,571","8.39","8.43","8.28","8.30","-0.05","1,133"
"6024","群益期","573,227","19,902,573","35.10","35.45","34.40","34.40","-0.60","390"
"6108","競國","791,006","14,435,664","19.10","19.10","17.70","17.70","-0.80","485"
"6112","聚碩","1,160,352","37,087,239","32.20","32.45","31.50","31.55","-0.50","788"
"6115","鎰勝","326,000","12,578,300","38.80","38.80","38.40","38.50","-0.30","209"
"6116","彩晶","18,451,286","98,578,238","5.39","5.45","5.17","5.17","-0.12","4,456"
"6117","迎廣","15,000","179,950","12.40","12.40","11.50","11.50","-0.80","15"
"6120","達運","2,507,458","22,630,570","9.24","9.36","8.51","8.51","-0.69","1,188"
"6128","上福","92,216","2,307,120","25.20","25.25","24.90","25.10","+0.10","80"
"6131","鈞泰","32,244","105,642","3.49","3.49","3.16","3.17","-0.32","35"
"6133","金橋","83,013","552,506","6.70","6.70","6.50","6.70","-0.24","48"
"6136","富爾特","307,187","4,936,819","16.05","16.20","15.90","15.90","-0.10","183"
"6139","亞翔","762,002","16,303,446","21.60","21.80","21.10","21.10","-0.15","396"
"6141","柏承","1,040,057","14,741,798","14.35","14.45","13.90","13.90"," 0.00","562"
"6142","友勁","309,861","1,353,370","4.19","4.50","4.19","4.38","-0.07","101"
"6152","百一","128,210","569,614","4.62","4.62","4.32","4.37","-0.06","79"
"6153","嘉聯益","8,097,829","181,019,904","22.60","23.10","21.50","21.50","-0.60","3,901"
"6155","鈞寶","366,050","6,454,745","17.90","17.95","17.10","17.20","-0.15","294"
"6164","華興","280,000","1,386,940","4.82","5.10","4.82","4.93","-0.03","94"
"6165","捷泰","533,199","8,837,079","17.00","17.70","15.60","15.60","-1.30","232"
"6166","凌華","1,062,639","57,606,710","52.30","56.50","52.30","56.50","+2.40","747"
"6168","宏齊","620,098","6,268,967","10.20","10.30","9.91","9.93","-0.27","353"
"6172","互億","37,000","700,300","18.90","19.20","18.70","18.90","+0.35","30"
"6176","瑞儀","4,755,555","383,347,819","82.50","83.80","77.30","77.30","-4.70","3,351"
"6177","達麗","661,088","15,514,893","23.85","23.95","23.15","23.25","-0.55","323"
"6183","關貿","501,458","18,654,382","37.70","38.10","36.10","36.65","-1.45","345"
"6184","大豐電","187,700","7,231,069","38.50","38.70","38.20","38.50","-0.10","141"
"6189","豐藝","1,769,525","50,857,402","29.40","29.40","28.35","28.35","-1.05","1,120"
"6191","精成科","2,346,400","26,689,789","11.40","11.70","11.20","11.20","-0.10","872"
"6192","巨路","290,768","16,331,498","55.50","57.00","55.40","55.50","+0.20","267"
"6196","帆宣","1,510,527","81,314,033","54.50","55.00","52.50","53.20","+0.20","1,176"
"6197","佳必琪","1,051,966","23,420,862","23.20","23.40","21.30","21.50","-1.50","544"
"6201","亞弘電","183,000","5,742,850","31.60","32.10","30.80","31.00","-0.60","150"
"6202","盛群","2,057,500","127,498,900","63.10","63.20","60.30","60.40","-3.00","1,618"
"6205","詮欣","45,040","882,987","19.60","19.85","19.35","19.60","-0.05","42"
"6206","飛捷","426,143","24,964,936","59.10","59.70","57.10","57.10","-1.90","357"
"6209","今國光","803,269","12,701,235","16.00","16.25","15.35","15.35","-0.40","519"
"6213","聯茂","13,578,297","1,602,083,843","115.00","121.00","112.50","118.00","+8.00","8,021"
"6214","精誠","1,127,229","81,865,710","73.20","73.80","71.50","71.60","-1.30","865"
"6215","和椿","277,193","2,865,320","10.30","10.45","10.25","10.40","+0.15","124"
"6216","居易","195,050","4,521,310","23.20","23.75","22.60","22.60","-1.15","176"
"6224","聚鼎","309,597","15,888,902","52.00","52.30","50.60","50.80","-0.80","271"
"6225","天瀚","49,745","98,375","1.98","1.98","1.98","1.98","X0.00","6"
"6226","光鼎","914,027","5,744,202","6.37","6.37","6.22","6.25","-0.05","372"
"6230","超眾","3,699,713","677,057,257","176.00","189.00","175.50","189.00","+17.00","2,874"
"6235","華孚","469,561","3,757,188","7.96","8.34","7.90","7.95","-0.01","235"
"6239","力成","7,785,459","608,329,484","81.80","81.90","75.80","76.00","-3.70","5,055"
"6243","迅杰","178,009","1,104,484","6.32","6.32","6.05","6.17","-0.15","101"
"6251","定穎","4,660,514","62,827,131","13.70","13.95","13.00","13.05","-0.55","1,945"
"6257","矽格","5,780,590","179,486,997","31.40","31.80","30.20","30.20","-0.85","3,156"
"6269","台郡","6,239,041","562,066,939","91.80","91.90","87.00","87.00","-2.80","3,775"
"6271","同欣電","3,707,478","376,502,566","104.50","105.00","98.80","99.00","-2.00","2,560"
"6277","宏正","313,000","24,408,100","79.00","79.50","77.20","77.20","-1.50","256"
"6278","台表科","7,381,320","475,054,440","66.90","67.40","61.40","61.40","-3.40","5,273"
"6281","全國電","242,350","14,995,728","62.50","62.50","61.10","61.10","-1.20","216"
"6282","康舒","2,436,920","42,443,846","17.60","17.80","17.00","17.00","-0.40","1,314"
"6283","淳安","587,950","8,054,629","13.65","14.30","13.40","13.40","-0.25","299"
"6285","啟碁","3,088,068","158,439,334","52.50","53.20","50.00","50.10","-2.00","1,973"
"6288","聯嘉","1,727,515","27,682,411","16.05","16.40","15.75","15.75","+0.15","838"
"6289","華上","64,977","101,392","1.66","1.66","1.55","1.55","-0.11","69"
"6405","悅城","88,000","970,450","11.30","11.30","10.70","11.00","-0.20","50"
"6409","旭隼","357,071","218,395,526","605.00","625.00","605.00","611.00","+10.00","206"
"6412","群電","1,478,185","69,114,631","47.45","47.70","46.05","46.20","-1.00","1,203"
"6414","樺漢","2,101,533","312,628,318","154.50","158.00","142.00","143.00","-8.50","1,828"
"6415","矽力-KY","1,669,948","1,280,011,872","803.00","804.00","712.00","712.00","-66.00","1,624"
"6416","瑞祺電通","7,605,468","893,830,852","117.50","121.00","112.00","114.00","-1.00","5,876"
"6431","光麗-KY","95,000","1,987,150","20.50","21.05","20.50","20.50","-0.30","20"
"6442","光聖","113,712","4,089,854","36.25","36.50","34.60","34.60","-0.40","77"
"6443","元晶","1,448,863","6,924,162","4.74","4.85","4.68","4.68","+0.01","464"
"6449","鈺邦","204,035","4,609,071","23.00","23.10","22.10","22.15","-0.35","155"
"6451","訊芯-KY","2,030,400","163,803,500","81.70","82.70","78.00","78.00","-1.20","1,522"
"6452","康友-KY","1,606,773","237,524,812","149.50","152.50","142.50","143.50","-3.50","1,259"
"6456","GIS-KY","3,068,246","222,610,794","74.30","74.90","70.20","70.40","-2.20","2,194"
"6464","台數科","19,585","2,139,435","109.00","111.00","107.00","111.00"," 0.00","20"
"6477","安集","329,000","5,666,100","17.50","17.50","17.10","17.10","-0.10","135"
"6491","晶碩","171,600","17,151,900","96.40","104.00","96.40","99.10","+2.80","152"
"6504","南六","1,462,320","206,382,800","143.00","145.00","138.00","138.00","-3.50","1,132"
"6505","台塑化","7,848,301","537,013,960","68.90","69.00","67.80","68.20","-1.20","4,706"
"6525","捷敏-KY","335,409","15,525,514","46.10","47.30","45.10","46.00","-0.25","254"
"6531","愛普","5,102,351","430,305,737","86.20","88.20","78.80","82.40","-0.70","3,660"
"6533","晶心科","610,681","47,112,394","79.30","79.70","73.10","73.40","-3.80","528"
"6541","泰福-KY","1,102,216","30,938,469","29.40","30.25","26.80","26.85","-2.90","670"
"6552","易華電","2,206,201","101,139,775","45.35","47.65","44.25","44.65","+0.40","1,553"
"6558","興能高","3,729,614","115,181,847","32.10","32.80","29.65","29.65","-3.25","2,643"
"6573","虹揚-KY","60,000","933,400","16.40","16.40","15.10","15.35","-0.85","48"
"6579","研揚","115,041","6,936,692","60.80","60.90","59.70","60.20","-0.50","82"
"6581","鋼聯","142,268","7,501,701","54.90","55.00","51.00","51.00","-4.20","106"
"6582","申豐","466,301","33,511,477","75.00","75.00","68.00","68.00","-5.70","396"
"6591","動力-KY","375,000","12,135,750","32.85","33.10","31.35","31.50","-0.70","283"
"6592","和潤企業","2,063,539","128,593,018","62.00","63.20","62.00","62.00"," 0.00","1,294"
"6605","帝寶","307,436","12,949,329","43.20","43.50","41.00","41.00","-2.00","228"
"6625","必應","60,614","1,605,816","24.75","28.20","24.75","27.80","+0.70","56"
"6641","基士德-KY","67,500","3,449,050","51.00","51.90","50.40","51.10","+0.10","53"
"6655","科定","182,969","6,515,946","34.80","36.00","34.80","35.90","+1.70","143"
"6666","羅麗芬-KY","156,120","15,063,900","94.30","98.50","94.30","96.90","+3.30","148"
"6668","中揚光","1,359,229","68,410,071","52.20","52.20","48.30","48.50","-2.70","893"
"6669","緯穎","2,248,997","1,514,950,077","695.00","695.00","641.00","641.00","-33.00","2,146"
"6670","復盛應用","836,300","118,487,448","141.00","146.00","138.50","140.00","+1.50","794"
"6671","三能-KY","121,000","3,839,100","31.15","32.80","30.85","31.75","+1.05","77"
"6672","騰輝電子-KY","661,100","48,919,030","74.00","75.20","72.50","72.50","-1.10","537"
"6674","鋐寶科技","78,050","1,340,580","17.35","17.45","17.00","17.25","-0.20","64"
"6698","旭暉應材","567,465","23,692,989","44.90","44.90","39.80","40.10","-4.10","435"
"6706","惠特","999,601","70,484,146","74.40","74.40","66.90","67.20","-6.10","803"
"6715","嘉基","313,103","22,086,210","72.10","73.00","67.20","69.90","-1.10","241"
"8011","台通","652,455","7,515,897","11.40","12.20","11.05","11.05","-0.50","326"
"8016","矽創","4,132,044","492,824,472","121.00","123.50","112.00","112.00","-7.00","2,961"
"8021","尖點","1,962,450","32,444,825","16.80","17.00","16.05","16.10","-0.40","1,190"
"8028","昇陽半導體","2,741,637","114,044,867","42.20","43.25","39.85","39.90","-1.35","1,732"
"8033","雷虎","321,252","2,281,588","7.07","7.21","7.00","7.05","-0.01","160"
"8039","台虹","3,668,344","149,742,019","41.40","41.85","39.50","39.55","-1.45","2,158"
"8046","南電","16,084,477","767,353,468","46.00","49.15","45.30","47.60","+2.90","9,363"
"8070","長華","217,758","29,110,314","133.50","135.00","132.00","132.50"," 0.00","199"
"8072","陞泰","81,250","1,627,400","20.05","20.15","20.00","20.00","-0.05","63"
"8081","致新","1,329,207","126,114,212","96.20","97.00","93.20","93.90","-0.50","994"
"8101","華冠","734,489","2,875,277","3.90","4.06","3.70","3.87","+0.08","275"
"8103","瀚荃","280,877","5,152,100","19.00","19.05","17.55","17.65","-1.15","165"
"8104","錸寶","222,220","6,090,080","27.70","28.05","26.65","26.75","-0.40","182"
"8105","凌巨","1,756,156","14,437,071","8.20","8.40","8.06","8.08","+0.03","690"
"8110","華東","2,105,325","15,642,911","7.51","7.62","7.24","7.24","-0.26","770"
"8112","至上","4,799,068","143,724,869","30.30","30.55","29.50","29.50","-0.60","2,940"
"8114","振樺電","196,025","14,224,025","72.10","73.80","72.00","72.60","+0.60","176"
"8131","福懋科","1,501,100","47,564,810","32.10","32.30","31.45","31.50","-0.35","943"
"8150","南茂","5,911,679","152,103,925","26.00","26.20","25.00","25.00","-0.45","3,126"
"8163","達方","2,382,783","69,075,930","29.50","29.55","28.50","28.60","-0.05","1,685"
"8201","無敵","100,000","740,090","7.60","7.60","7.12","7.29","-0.23","69"
"8210","勤誠","2,289,161","165,246,300","72.40","74.00","70.00","70.00","+1.00","1,792"
"8213","志超","1,380,830","37,278,882","27.20","27.35","26.75","26.75","-0.30","720"
"8215","明基材","2,449,235","31,671,864","12.75","13.20","12.50","12.65","-0.15","1,059"
"8222","寶一","295,139","3,452,722","12.60","12.60","11.40","11.75","-0.85","176"
"8249","菱光","248,211","4,157,119","16.85","17.00","16.30","16.30","-0.30","148"
"8261","富鼎","399,023","6,799,892","17.10","17.50","16.50","16.70","-0.20","322"
"8271","宇瞻","3,905,157","136,888,988","36.60","37.00","33.40","33.55","-2.15","2,497"
"8341","日友","297,832","61,656,560","208.50","210.00","202.50","203.00","-3.50","396"
"8367","建新國際","122,000","2,579,500","21.50","21.50","20.75","20.90","-0.30","71"
"8374","羅昇","139,266","2,006,855","14.65","14.65","14.05","14.45","+0.10","99"
"8404","百和興業-KY","536,751","15,169,252","28.00","28.80","27.65","28.10","+0.30","389"
"8411","福貞-KY","164,310","1,577,471","9.66","9.99","9.42","9.96","+0.11","129"
"8422","可寧衛","433,589","59,627,693","139.50","139.50","136.00","136.00","-3.50","447"
"8427","基勝-KY","15,000","574,750","39.10","39.10","37.00","37.95","-0.55","15"
"8429","金麗-KY","815,503","5,315,517","6.45","6.68","6.33","6.44"," 0.00","328"
"8442","威宏-KY","173,001","7,888,846","43.95","46.20","43.95","45.95","+1.95","58"
"8443","阿瘦","49,066","399,689","8.20","8.22","8.00","8.07"," 0.00","45"
"8454","富邦媒","294,552","93,310,328","307.00","331.00","303.00","314.00","+6.50","279"
"8462","柏文","780,890","95,931,428","128.50","130.50","117.00","117.00","-12.50","941"
"8463","潤泰材","483,380","15,250,148","33.50","33.85","29.80","29.90","-3.10","353"
"8464","億豐","1,491,700","292,066,800","207.50","207.50","186.50","189.00"," 0.00","1,259"
"8466","美吉吉-KY","62,000","3,743,500","61.00","61.20","58.70","60.20","-0.50","41"
"8467","波力-KY","16,000","643,550","39.50","40.95","39.50","40.20","-0.75","14"
"8473","山林水","235,283","8,537,227","37.05","37.05","35.70","35.75","-1.65","156"
"8478","東哥遊艇","182,000","5,233,000","26.85","29.30","26.85","28.40","+1.75","131"
"8480","泰昇-KY","29,125","3,425,062","118.50","118.50","117.00","117.50"," 0.00","31"
"8481","政伸","21,000","1,055,000","51.00","51.00","49.70","49.70","-0.90","21"
"8482","商億-KY","103,025","11,977,887","120.00","120.00","110.50","114.50","-5.50","81"
"8488","吉源-KY","14,000","174,100","12.25","12.65","12.25","12.30","-0.30","14"
"8497","格威傳媒","302,927","20,551,155","67.90","67.90","67.80","67.80","-0.10","287"
"8499","鼎炫-KY","149,030","10,124,340","67.20","69.70","66.70","66.70","+0.70","133"
"8926","台汽電","2,873,470","82,902,779","28.85","29.25","28.55","28.60","-0.25","1,456"
"8940","新天地","40,000","348,290","8.97","8.97","8.42","8.79","-0.21","33"
"8996","高力","5,291,290","242,374,639","46.40","47.45","44.20","44.50","-0.35","3,640"
"9103","美德醫療-DR","8,273,100","34,460,120","4.38","4.38","4.03","4.03","-0.31","1,785"
"910322","康師傅-DR","116,000","2,963,600","25.70","25.95","25.40","25.70","+1.00","27"
"910482","聖馬丁-DR","13,704","3,654","0.26","0.27","0.26","0.27"," 0.00","7"
"9105","泰金寶-DR","5,030,903","12,586,915","2.59","2.59","2.45","2.45","-0.06","702"
"910861","神州-DR","28,000","183,580","6.37","6.66","6.37","6.66","-0.21","15"
"9110","越南控-DR","138,000","179,800","1.35","1.40","1.27","1.31","-0.04","34"
"911608","明輝-DR","52,000","47,000","0.91","0.92","0.90","0.92","-0.02","8"
"911616","杜康-DR","367,000","261,740","0.73","0.74","0.70","0.71","-0.03","55"
"911622","泰聚亨-DR","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"911868","同方友友-DR","83,000","72,880","0.89","0.89","0.87","0.88","-0.01","16"
"912000","晨訊科-DR","27,000","45,020","1.75","1.75","1.63","1.63","-0.12","13"
"912398","友佳-DR","10,000","29,300","3.35","3.35","2.85","2.88","X0.00","4"
"9136","巨騰-DR","263,000","1,528,160","5.94","5.94","5.72","5.87","-0.07","63"
"9188","精熙-DR","76,000","192,180","2.52","2.55","2.52","2.55","+0.04","26"
"9802","鈺齊-KY","1,740,050","136,134,100","80.00","80.20","75.50","76.50","-1.50","1,331"
"9902","台火","144,100","1,043,033","7.20","7.45","7.13","7.13","-0.24","79"
"9904","寶成","13,533,108","350,201,158","26.20","26.30","25.40","25.40","-1.10","6,258"
"9905","大華","424,010","8,089,694","19.20","19.30","19.00","19.05","-0.15","200"
"9906","欣巴巴","68,000","1,111,450","16.40","16.50","16.00","16.50","+0.50","30"
"9907","統一實","2,260,887","18,672,880","8.26","8.39","8.20","8.20"," 0.00","900"
"9908","大台北","412,410","11,636,668","28.00","28.55","27.75","28.40","+0.25","266"
"9910","豐泰","2,721,446","348,676,908","130.50","131.00","125.00","127.00","-3.50","1,999"
"9911","櫻花","900,257","36,079,980","39.75","40.60","39.50","40.00","+0.30","755"
"9912","偉聯","55,203","347,058","6.49","6.65","6.00","6.15","-0.28","45"
"9914","美利達","1,695,983","192,272,582","118.50","118.50","110.50","111.50","-8.50","1,264"
"9917","中保科","599,926","48,748,906","82.90","82.90","80.50","81.00","-1.00","564"
"9918","欣天然","70,001","2,223,132","31.30","32.00","31.30","31.55","-0.45","56"
"9919","康那香","16,373,626","314,948,944","19.45","19.90","18.65","18.85","-0.25","7,398"
"9921","巨大","2,108,399","274,578,765","129.50","133.50","125.00","132.00","+1.00","1,657"
"9924","福興","1,968,555","67,317,722","35.90","35.90","33.50","34.00","-1.95","1,067"
"9925","新保","391,709","13,140,815","33.65","33.65","33.40","33.55","-0.10","268"
"9926","新海","52,910","2,047,027","38.60","39.10","38.50","38.60","-0.35","57"
"9927","泰銘","599,027","16,073,470","27.20","27.20","26.50","26.50","-0.70","360"
"9928","中視","5,085","20,540","4.04","4.04","4.04","4.04","-0.14","7"
"9929","秋雨","25,018","292,508","11.30","12.15","11.30","11.90","+0.65","24"
"9930","中聯資源","231,700","9,277,960","40.70","40.70","39.75","39.75","-0.30","193"
"9931","欣高","51,125","1,753,535","34.30","34.95","34.00","34.00"," 0.00","40"
"9933","中鼎","2,376,095","68,481,534","29.25","29.40","28.55","28.55","-0.60","1,832"
"9934","成霖","1,087,675","12,469,060","11.60","11.60","11.20","11.20","-0.45","632"
"9935","慶豐富","3,891,130","85,314,491","21.50","22.90","21.00","21.05","-2.20","1,570"
"9937","全國","99,540","4,088,983","40.70","42.40","40.50","42.40","+0.45","73"
"9938","百和","1,859,507","95,411,309","52.60","53.40","50.20","50.90","-1.40","1,204"
"9939","宏全","3,226,364","144,916,386","46.00","46.45","43.90","44.00","-2.00","2,137"
"9940","信義","614,392","15,029,849","25.00","25.00","24.10","24.15","-0.85","482"
"9941","裕融","1,154,041","94,259,381","83.00","84.00","80.50","80.50","-1.90","977"
"9941A","裕融甲特","110,495","5,692,743","51.00","51.60","51.00","51.50","+0.50","74"
"9942","茂順","446,980","25,102,580","58.40","58.40","55.20","55.50","-2.90","298"
"9943","好樂迪","1,240,952","62,381,800","52.30","52.30","49.50","49.60","-2.70","965"
"9944","新麗","1,463,020","22,024,560","15.60","15.60","14.60","14.65","-0.75","796"
"9945","潤泰新","5,262,676","178,768,894","34.20","34.30","33.40","33.40","-0.65","3,169"
"9946","三發地產","871,456","10,936,770","12.55","12.55","12.55","12.55","-1.35","46"
"9955","佳龍","827,246","10,257,476","13.10","13.10","11.85","12.10","-0.50","412"
"9958","世紀鋼","10,816,881","868,126,524","81.00","81.80","78.50","79.50","+0.90","6,743"
