sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act,srcUpdateTime,updateTime,infoTime,infoDate
500104016,YouBike2.0_劍潭海外青年活動中心,23,0,士林區,2023-05-08 21:14:04,25.07994,121.52426,中山北路4段/通河街口,Shilin Dist,YouBike2.0_Chientan Youth Activity Center,Sec. 4， Zhongshan N. Rd. & Tonghe St. Intersection,23,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:14:04,2023-05-08
500104018,YouBike2.0_忠誠路一段173巷口,11,0,士林區,2023-05-08 21:36:04,25.10813,121.5304,忠誠路一段177號(前),Shilin Dist,YouBike2.0_No. 173， Sec. 1， Zhongcheng Rd. Intersection,No. 177， Sec. 1， Zhongcheng Rd.,9,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:36:04,2023-05-08
500104027,YouBike2.0_百齡高中,15,0,士林區,2023-05-08 20:40:09,25.08736,121.52272,承德路四段179巷/承德路4段口,Shilin Dist,YouBike2.0_Bailing High School,Ln. 179， Sec. 4， Chengde Rd. Intersection,15,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 20:40:09,2023-05-08
500104028,YouBike2.0_捷運芝山站(2號出口),21,0,士林區,2023-05-08 21:36:04,25.10364,121.52219,福華路151號(對面),Shilin Dist,YouBike2.0_MRT Zhishan Station,No. 151， Fuhua Rd. (Opposite),21,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:36:04,2023-05-08
500104029,YouBike2.0_臺灣戲曲中心,14,0,士林區,2023-05-08 21:01:04,25.10208,121.51979,文林路751號(南側),Shilin Dist,YouBike2.0_Taiwan Traditional Theatre Center,No. 751， Wenlin Rd. (South),14,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:01:04,2023-05-08
500104030,YouBike2.0_捷運劍潭站(2號出口),79,0,士林區,2023-05-08 21:49:13,25.08288,121.52455,基河路18號(對面),Shilin Dist,YouBike2.0_MRT Jianta Station,No.18， Jihe Rd. (Opposite),79,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:49:13,2023-05-08
500104036,YouBike2.0_陽明高中,36,0,士林區,2023-05-08 21:29:04,25.09164,121.51706,中正路510號(前),Shilin Dist,YouBike2.0_Yangming High School,No. 510， Zhongzheng Rd.,36,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:29:04,2023-05-08
500104037,YouBike2.0_兒童新樂園,23,0,士林區,2023-05-08 19:21:04,25.09631,121.51449,承德路五段55號(旁公車亭),Shilin Dist,YouBike2.0_Taipei Children's Amusement Park,No. 55， Sec. 5， Chengde Rd.,23,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 19:21:04,2023-05-08
500104039,YouBike2.0_華聲公園,27,0,士林區,2023-02-03 10:09:04,25.09619,121.5223,華聲街17號(南側路側),Shilin Dist,YouBike2.0_Huasheng Park,No. 17， Huasheng St. (South),27,0,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-02-03 10:09:04,2023-02-03
500104040,YouBike2.0_福林公園,17,0,士林區,2023-05-08 21:37:04,25.09419,121.52833,福林路/中山北路五段(東北側),Shilin Dist,YouBike2.0_Fulin Park,Sec. 5， Zhongshan N. Rd. (Northwest),17,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:37:04,2023-05-08
500104041,YouBike2.0_捷運士林站(2號出口),30,0,士林區,2023-05-08 21:49:04,25.09343,121.52642,中山北路五段505巷44弄2號(對面),Shilin Dist,YouBike2.0_MRT Shilin Station (Exit 2),No. 2， Aly. 44， Ln. 505， Sec. 5， Zhongshan N. Rd. (Opposite),30,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:49:04,2023-05-08
500104042,YouBike2.0_銘傳大學,30,0,士林區,2023-03-16 20:11:04,25.08771,121.52677,中山北路五段250號(銘傳大學對側),Shilin Dist,YouBike2.0_Ming Chuan University Taipei Campus,No. 250， Sec. 5， Zhongshan N. Rd.,29,0,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-03-16 20:11:04,2023-03-16
500104046,YouBike2.0_捷運芝山站(1號出口),36,0,士林區,2023-05-08 21:49:13,25.10225,121.52286,福華路114號(對面),Shilin Dist,YouBike2.0_MRT Zhishan Sta. (Exit 1),No. 114， Fuhua Rd. (Opposite),36,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:49:13,2023-05-08
500104053,YouBike2.0_重慶北葫東街口,15,0,士林區,2023-05-08 21:46:04,25.08393,121.51169,重慶北路四段177號(前),Shilin Dist,YouBike2.0_Sec. 4， Chongqing N. Rd.& Hudong St Intersection,No. 177， Sec. 4， Chongqing N. Rd.,15,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:46:04,2023-05-08
500104075,YouBike2.0_中正基河路口,28,0,士林區,2023-05-08 21:30:21,25.0933,121.51962,中正路420號前,Shilin Dist,YouBike2.0_Jhongjheng Rd. & Jihe Rd. Intersection,No. 420， Jhongjheng Rd.,28,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:30:21,2023-05-08
500104082,YouBike2.0_通河街76巷/承德路四段10巷口,14,0,士林區,2023-05-08 21:49:04,25.08019,121.5202,承德路四段10巷37號(旁),Shilin Dist,YouBike2.0_Ln. 76， Tonghe St. & Ln. 10， Sec. 4， Chengde Rd. Intersection,No. 37， Ln. 10， Sec. 4， Chengde Rd.,9,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:49:04,2023-05-08
500104083,YouBike2.0_芝山聖佑宮,15,0,士林區,2023-05-08 19:18:05,25.10455,121.53025,雨聲街90號旁,Shilin Dist,YouBike2.0_Zhishan Shengyou Temple,No. 90， Yusheng St.,15,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 19:18:05,2023-05-08
500104087,YouBike2.0_基河文林路口,16,0,士林區,2023-05-08 21:42:04,25.08637,121.5247,基河路3-1號對側人行道,Shilin Dist,YouBike2.0_Jihe Rd. & Wenlin Rd. Intersection,No. 3-1， Jihe Rd. (Opposite),16,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:42:04,2023-05-08
500104088,YouBike2.0_文林福華路口,19,0,士林區,2023-05-08 21:11:04,25.10094,121.52243,文林路 / 福華路口(東側),Shilin Dist,YouBike2.0_Wenlin Rd. & Fude Rd. Intersection,Wenlin Rd. & Fude Rd. Intersection (East),19,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:11:04,2023-05-08
500104091,YouBike2.0_捷運劍潭站(1號出口),70,0,士林區,2023-05-08 21:27:04,25.08577,121.52531,捷運劍潭站(1號出口)北側,Shilin Dist,YouBike2.0_MRT Jianta Sta. (Exit 1),MRT Jianta Sta. (Exit 1) (North),70,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:27:04,2023-05-08
500104098,YouBike2.0_承德劍潭路口,19,0,士林區,2023-05-08 21:47:04,25.0841,121.52341,承德路四段與劍潭路口西側,Shilin Dist,YouBike2.0_Chengde Rd. & Jiantan Rd. Intersection,Sec. 4， Chengde Rd. & Jiantan Rd. Intersection (West),19,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:47:04,2023-05-08
500104105,YouBike2.0_承德後港街口,11,0,士林區,2023-05-08 20:52:04,25.08238,121.52309,承德路四段/後港街口,Shilin Dist,YouBike2.0_Chengde Rd & Hougang St. Intersection,Sec. 4， Chengde Rd & Hougang St. Intersection,11,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 20:52:04,2023-05-08
500104107,YouBike2.0_捷運士林站(1號出口),38,0,士林區,2023-05-08 21:44:04,25.09561,121.52552,中正路236巷/中正路口,Shilin Dist,YouBike2.0_MRT Shilin Sta. (Exit 1),Ln. 236， Zhongzheng Rd. & Zhongzheng Rd. Intersection,38,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:44:04,2023-05-08
500104112,YouBike2.0_劍潭郵局,16,0,士林區,2023-05-08 19:59:04,25.08182,121.52431,基河路/承德路四段77巷口(捷運橋下),Shilin Dist,YouBike2.0_Shihlin Jiantan Post Office,Jihe Rd. & Ln. 77， Sec. 4， Chengde Rd. Intersection (Under Bridge),16,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 19:59:04,2023-05-08
500105006,YouBike2.0_景仁公園,16,0,文山區,2023-05-08 21:10:08,24.99621,121.54043,羅斯福路六段142巷1號(旁),Wenshan Dist,YouBike2.0_Jingren Park,No. 1， Ln. 142， Sec. 6， Roosevelt Rd.,16,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:10:08,2023-05-08
500105017,YouBike2.0_仙跡岩登山口(景興路),22,0,文山區,2023-05-08 20:50:09,24.99118,121.5436,景興街239號(前),Wenshan Dist,YouBike2.0_Xianjiyan Trailhead (Jingxing Rd.),No. 239， Jingxing Rd.,22,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 20:50:09,2023-05-08
500105019,YouBike2.0_捷運動物園站,18,0,文山區,2023-05-08 21:30:21,24.99873,121.57985,新光路二段30號(對面),Wenshan Dist,YouBike2.0_MRT Taipei Zoo Sta.,No. 30， Sec. 2， Xinguang Rd. (Opposite),18,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:30:21,2023-05-08
500105022,YouBike2.0_文山運動中心,20,0,文山區,2023-05-08 21:45:05,24.99676,121.5596,興隆路三段/興隆路三段192巷8弄,Wenshan Dist,YouBike2.0_Wen Shan Sports Center,Sec. 3， Xinglong Rd./Aly. 8， Ln. 192， Sec. 3， Xinglong Rd.,20,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:45:05,2023-05-08
500105023,YouBike2.0_捷運辛亥站,29,0,文山區,2023-05-08 20:56:04,25.00467,121.55684,辛亥路四段114號(旁人行道),Wenshan Dist,YouBike2.0_MRT Xinhai Sta.,No. 114， Sec. 4， Xinhai Rd.,29,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 20:56:04,2023-05-08
500105034,YouBike2.0_老泉街籃球場,14,0,文山區,2023-05-08 18:33:05,24.97619,121.5583,老泉街26巷老泉街口(籃球場前),Wenshan Dist,YouBike2.0_Laoquan St. Basketball Court,Ln. 26， Laoquan St. Intersection,14,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 18:33:05,2023-05-08
500105048,YouBike2.0_捷運萬芳醫院站(興隆路三段115巷),20,0,文山區,2023-05-08 21:46:04,24.99939,121.55848,興隆路三段115巷2號,Wenshan Dist,YouBike2.0_MRT Wanfang Hospital Sta. (Ln. 115， Sec. 3， Xinglong Rd.),No. 2， Ln. 115， Sec. 3， Xinglong Rd.,20,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:46:04,2023-05-08
500105071,YouBike2.0_景行公園,15,0,文山區,2023-05-08 21:43:04,24.99279,121.54255,景中街與景中街30巷口,Wenshan Dist,YouBike2.0_Jing Sing Park,Jingzhong St. & Ln. 30， Jingzhong St. Intersection,15,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:43:04,2023-05-08
500105080,YouBike2.0_萬美萬安街口,16,0,文山區,2023-05-08 20:51:04,25.00223,121.57039,萬美街一段/萬安街口,Wenshan Dist,YouBike2.0_Wanmei St. & Wan'an St. Intersection,Sec. 1， Wanmei St. & Wan'an St. Intersection,16,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 20:51:04,2023-05-08
500106004,YouBike2.0_捷運公館站(4號出口),12,0,中正區,2023-05-08 21:39:04,25.015069,121.533828,羅斯福路四段48號,Zhongzheng Dist,YouBike2.0_MRT Gongguan Sta. (Exit 4),No.48， Sec. 4， Roosevelt Rd.,12,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:39:04,2023-05-08
500106015,YouBike2.0_捷運古亭站(8號出口),15,0,中正區,2023-05-08 21:38:04,25.02701,121.52164,和平西路一段13-1號前方,Zhongzheng Dist,YouBike2.0_MRT Guting Sta. (Exit 8),No. 13-1， Sec. 1， Heping W. Rd.,15,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:38:04,2023-05-08
500106019,YouBike2.0_孫立人將軍官邸,23,0,中正區,2023-05-08 21:11:04,25.02933,121.51854,南昌路一段136號前,Zhongzheng Dist,YouBike2.0_Gen.Sun Li-Jen Residence,No. 136， Nanchang Rd.,23,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:11:04,2023-05-08
500106022,YouBike2.0_捷運中正紀念堂站(3號出口),18,0,中正區,2023-05-08 21:44:04,25.03239,121.51866,金華街17號前方,Zhongzheng Dist,YouBike2.0_MRT C.K.S. Memorial Hall Sta. (Exit 3),No. 17， Jinhua St.,18,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:44:04,2023-05-08
500106024,YouBike2.0_重慶南海路口西南側,16,0,中正區,2023-05-08 21:13:04,25.03124,121.51459,重慶南路二段與南海路口西南側,Zhongzheng Dist,YouBike2.0_Chongqing & Nanhai Rd. Intersection,Sec. 2， Chongqing S. Rd. & Nanhai Rd. Intersection (Southwest),16,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:13:04,2023-05-08
500106038,YouBike2.0_南門國中,29,0,中正區,2023-05-08 21:30:21,25.03543,121.50834,廣州街8巷/廣州街口東南側,Zhongzheng Dist,YouBike2.0_Nan Men Junior High School,Ln. 8， Guangzhou St/Guangzhou St Intersection. (Southeast),29,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:30:21,2023-05-08
500106040,YouBike2.0_介壽公園,23,0,中正區,2023-05-08 20:53:04,25.03907,121.5138,貴陽街懷寧街口(東北側),Zhongzheng Dist,YouBike2.0_Jieshou Park,Guiyang St & Huaining St Intersection (Northeast),23,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 20:53:04,2023-05-08
500106041,YouBike2.0_中華貴陽街口,20,0,中正區,2023-05-08 21:15:04,25.03938,121.50772,貴陽街一段243之1號(前),Zhongzheng Dist,YouBike2.0_Zhonghua Rd & Guiyang St Intersection,No. 234-1， Sec. 1， Guiyang St.,20,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:15:04,2023-05-08
500106042,YouBike2.0_華山文創園區,39,0,中正區,2023-05-08 21:49:04,25.04367,121.52849,忠孝東路二段41號,Zhongzheng Dist,YouBike2.0_Huashan 1914 Creative Park,No. 41， Sec. 2， Zhongxiao E. Rd.,39,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:49:04,2023-05-08
500106043,YouBike2.0_捷運善導寺站(1號出口),33,0,中正區,2023-05-08 21:44:04,25.04527,121.5222,忠孝東路一段7號,Zhongzheng Dist,YouBike2.0_MRT Shandao Temple Sta (Exit 1),No. 7， Sec. 1， Zhongxiao E. Rd.,33,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:44:04,2023-05-08
500106044,YouBike2.0_濟南紹興路口,39,0,中正區,2023-05-08 21:48:03,25.04193,121.52459,濟南紹興路口東南側,Zhongzheng Dist,YouBike2.0_Jinan Rd & Shaoxing S. St Intersection,Jinan Rd & Shaoxing S. St Intersection. (Southeast),39,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:48:03,2023-05-08
500106047,YouBike2.0_中正運動中心,30,0,中正區,2023-05-08 21:16:04,25.03786,121.51985,信義路一段1號前,Zhongzheng Dist,YouBike2.0_Zhongzheng Sports Center,No. 1， Sec 1， Xinyi Rd.,30,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:16:04,2023-05-08
500106048,YouBike2.0_信義杭州路口,47,0,中正區,2023-05-08 21:49:04,25.0357,121.5241,信義路一段21號前,Zhongzheng Dist,YouBike2.0_Sec 1， Xinyi Rd & Hangzhou S. Rd Intersection,No. 21， Sec 1， Xinyi Rd.,47,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:49:04,2023-05-08
500106050,YouBike2.0_捷運小南門站(1號出口),46,0,中正區,2023-05-08 21:36:04,25.03648,121.50951,愛國西路/延平南路(西北側),Zhongzheng Dist,YouBike2.0_MRT Xiaonanmen Sta. (Exit 1),Aiguo E. Rd. & Yanping S. Rd Intersection (Northwest),46,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:36:04,2023-05-08
500106051,YouBike2.0_延平南路133巷口,17,0,中正區,2023-05-08 21:40:10,25.03792,121.50846,延平南路162號對側,Zhongzheng Dist,YouBike2.0_Ln. 133， Yanping S. Rd Intersection,No.162， Yanping S. Rd. (Opposite),17,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:40:10,2023-05-08
500106052,YouBike2.0_捷運西門站(2號出口),36,0,中正區,2023-05-08 21:38:04,25.0416,121.50842,中華路一段59號旁,Zhongzheng Dist,YouBike2.0_MRT Ximen Sta (Exit 2),No. 59， Sec. 1， Zhonghua Rd.,36,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:38:04,2023-05-08
500106054,YouBike2.0_法務部,27,0,中正區,2023-05-08 20:54:05,25.03705,121.51249,重慶南路一段130號旁,Zhongzheng Dist,YouBike2.0_Agency Against Corruption,No. 130， Sec. 1， Chongqing S. Rd.,27,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 20:54:05,2023-05-08
500106055,YouBike2.0_臺北市立大學(博愛校區),59,0,中正區,2023-05-08 21:21:05,25.03545,121.51327,愛國西路1號(前),Zhongzheng Dist,YouBike2.0_University of Taipei Boai Campus,No. 1， Aiguo W. Rd.,59,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:21:05,2023-05-08
500106056,YouBike2.0_國家圖書館,36,0,中正區,2023-05-08 21:05:04,25.03763,121.51709,中山南路20號前,Zhongzheng Dist,YouBike2.0_National Central Library,No. 20， Zhongshan S. Rd.,36,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:05:04,2023-05-08
500106059,YouBike2.0_中山堂,29,0,中正區,2023-05-08 21:10:08,25.04412,121.51025,武昌街一段與延平南路口,Zhongzheng Dist,YouBike2.0_Zhongshan Hall,Sec. 1， Wuchang St & Yanping South Rd Intersection.,29,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:10:08,2023-05-08
500106062,YouBike2.0_捷運臺大醫院站(4號出口),60,0,中正區,2023-05-08 21:42:04,25.04297,121.51643,常德街1號(公園路側),Zhongzheng Dist,YouBike2.0_MRT NTU Hospital Sta. (Exit 4),No. 1， Changde St. (Gongyuan Rd),60,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:42:04,2023-05-08
500106069,YouBike2.0_捷運忠孝新生站(2號出口),32,0,中正區,2023-05-08 21:38:04,25.04235,121.53222,忠孝東路二段132號(東側),Zhongzheng Dist,YouBike2.0_MRT Zhongxiao Xinsheng Sta.(Exit.2),No. 132， Sec. 2， Jhongsiao E. Rd. (East),32,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:38:04,2023-05-08
500106070,YouBike2.0_光華商場,28,0,中正區,2023-05-08 21:39:04,25.04478,121.53274,新生北路一段/市民大道三段口(西側),Zhongzheng Dist,YouBike2.0_Guang Hua Computer Market,Sec. 1， Sinsheng N. Rd. & Sec. 3， Civic Blvd. Intersection (West),28,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:39:04,2023-05-08
500106072,YouBike2.0_捷運中正紀念堂站(5號出口),29,0,中正區,2023-05-08 21:26:04,25.03526,121.5168,捷運中正紀念堂站(5號出口)西側,Zhongzheng Dist,YouBike2.0_MRT C.K.S Memorial Hall Sta.(Exit.5),MRT C.K.S Memorial Hall Sta. (Exit.5) (West),29,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:26:04,2023-05-08
500106079,YouBike2.0_捷運中正紀念堂站(6號出口),17,0,中正區,2023-05-08 19:38:04,25.03615,121.5166,捷運中正紀念堂站(6號出口)北側,Zhongzheng Dist,YouBike2.0_MRT C.K.S Memorial Hall Sta.(Exit 6),MRT C.K.S Memorial Hall Sta.(Exit.6) (North),17,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 19:38:04,2023-05-08
500106084,YouBike2.0_捷運西門站(5號出口),30,0,中正區,2023-05-08 21:32:04,25.04244,121.50864,捷運西門站(5號出口)南側,Zhongzheng Dist,YouBike2.0_MRT Ximen Sta. (Exit 5),MRT Ximen Sta. (Exit 5) (South),30,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:32:04,2023-05-08
500106085,YouBike2.0_弘道國中,18,0,中正區,2023-05-08 19:10:11,25.03828,121.51524,公園路21號西北側,Zhongzheng Dist,YouBike2.0_Hondao Junior High School,No. 21， Gongyuan Rd. (Northwest),18,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 19:10:11,2023-05-08
500106086,YouBike2.0_臺北市第一女子高級中學,17,0,中正區,2023-05-08 19:14:04,25.0385,121.51288,重慶南路一段165號旁,Zhongzheng Dist,YouBike2.0_Taipei First Girls High School,No. 165， Sec. 1， Chongqing S. Rd.,17,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 19:14:04,2023-05-08
500106088,YouBike2.0_紹興徐州路口,18,0,中正區,2023-05-08 21:46:04,25.04051,121.52401,紹興南街/徐州路(東南側),Zhongzheng Dist,YouBike2.0_Shaoxing St. & Xuzhou Rd. Intersection,Shaoxing S. St. & Xuzhou Rd. Intersection (Southeast),18,1,2023-05-08 21:49:29,2023-05-08 21:49:51,2023-05-08 21:46:04,2023-05-08
